"","ID","Regulator","ExamDate","BankName","City","State","AssetSize","ExamMethod","Rating","UnknownVariable","MeanRankingbyQuarterwithinCity","MeanRankingbyCity","GEOID","UATYPE","LAT","LON","ExamDate_d"
"875",23581,3,"5/9/92","PREMIER BANK","NORTHRIDGE","CA",1000,9,2,NA,2,2,NA,"",34.238208,-118.55029,1992-05-09
"876",16792,1,"9/30/93","SANTA FE NATIONAL BANK","NORWALK","CA",33394,9,2,NA,2,2.333333333,NA,"",33.906763,-118.076549,1993-09-30
"877",20042,3,"4/1/99","CERRITOS VALLEY BANK","NORWALK","CA",126093,2,2,NA,2,2.333333333,NA,"",33.906763,-118.076549,1999-04-01
"878",18602,1,"9/30/93","NOVATO NATIONAL BANK","NOVATO","CA",115757,9,2,NA,2.222222222,2.153846154,NA,"",38.134068,-122.52719,1993-09-30
"879",32779,3,"7/1/18","BANK OF MARIN","NOVATO","CA",2467975,1,2,NA,2,2.153846154,NA,"",38.134068,-122.52719,2018-07-01
"880",1864197,2,"9/12/16","OAK VALLEY CMNTY BK","OAKDALE","CA",925435,7,2,NA,2,2,NA,"",37.839643,-120.698578,2016-09-12
"881",35039,3,"4/1/02","BANK OF MADERA COUNTY","OAKHURST","CA",39393,2,2,NA,2,2,64432,"C",37.326957,-119.641496,2002-04-01
"882",22737,3,"6/1/95","GOLDEN OAK BANK","OAKHURST","CA",42215,9,2,NA,2,2,64432,"C",37.326957,-119.641496,1995-06-01
"883",8116,4,"10/22/90","AMERICAN LIBERTY SAVINGS BANK, FSB","OAKLAND","CA",24477,8,3,NA,2.047619048,1.977777778,78904,"U",37.684933,-122.17118,1990-10-22
"884",6717,4,"7/26/99","WORLD S & LA, A FS & LA","OAKLAND","CA",6498176,1,1,NA,1,1.977777778,78904,"U",37.684933,-122.17118,1999-07-26
"885",23578,3,"5/19/90","CARTERET THRIFT AND LOAN","OCEANSIDE","CA",7000,9,2,NA,2,2,NA,"",33.016928,-116.846046,1990-05-19
"886",21017,3,"11/1/98","OJAI VALLEY BANK","OJAI","CA",62651,2,2,NA,2,2,NA,"",34.5302,-119.310134,1998-11-01
"887",57850,3,"9/1/12","OJAI COMMUNITY BANK","OJAI","CA",130998,2,2,NA,2,2,NA,"",34.5302,-119.310134,2012-09-01
"888",3480,3,"5/6/90","FIRST TRUST BANK","ONTARIO","CA",394000,9,2,NA,2.083333333,2.055555556,NA,"",34.05936,-117.6203,1990-05-06
"889",21716,3,"1/5/09","CITIZENS BUSINESS BANK","ONTARIO","CA",6444904,1,2,NA,2,2.055555556,NA,"",34.05936,-117.6203,2009-01-05
"890",16811,1,"7/31/96","ORANGE NATIONAL BANK","ORANGE","CA",212180,9,2,NA,2.285714286,1.952380952,NA,"",33.640302,-117.769442,1996-07-31
"891",7790,4,"10/29/90","LONG BEACH BANK, F.S.B.","ORANGE","CA",825821,8,2,NA,2,1.952380952,NA,"",33.640302,-117.769442,1990-10-29
"892",20344,1,"9/15/94","CHANNEL ISLANDS NATIONAL BANK","OXNARD","CA",61681,9,2,NA,2,2,66673,"U",34.252307,-119.197945,1994-09-15
"893",17507,1,"11/30/95","VENTURA COUNTY NATIONAL BANK","OXNARD","CA",174290,9,2,NA,2,2,66673,"U",34.252307,-119.197945,1995-11-30
"894",14979,4,"11/2/09","FRONTIER BANK, FSB","PALM DESERT","CA",381402,7,2,NA,2,1.933333333,NA,"",33.76437,-116.339766,2009-11-02
"895",7834,4,"8/8/94","PALM SPRINGS SAVINGS BANK, F.S.B.","PALM SPRINGS","CA",179266,8,2,NA,2,1.6,NA,"",33.842567,-116.527996,1994-08-08
"896",23561,1,"5/15/06","CANYON NATIONAL BANK","PALM SPRINGS","CA",239992,2,1,NA,1,1.6,NA,"",33.842567,-116.527996,2006-05-15
"897",16858,1,"12/1/93","UNIVERSITY NATIONAL BANK & TRUST","PALO ALTO","CA",387733,9,2,NA,1.555555556,1.5,NA,"",37.444122,-122.149915,1993-12-01
"898",24489,1,"5/17/06","GREATER BAY BANK, N.A.","PALO ALTO","CA",6879770,1,1,NA,1,1.5,NA,"",37.444122,-122.149915,2006-05-17
"899",708089,1,"2/12/18","MALAGA BANK F.S.B.","PALOS VERDES ESTATES","CA",1046048,7,2,NA,2,2,NA,"",33.800571,-118.390074,2018-02-12
"900",8089,4,"6/2/09","MALAGA BANK F.S.B.","PALOS VERDES PENINSULA","CA",777253,7,2,NA,2,2.2,NA,"",33.77085,-118.37868,2009-06-02
"901",33219,3,"10/1/99","BUTTE COMMUNITY BANK","PARADISE","CA",153250,2,1,NA,1,1.75,67375,"C",39.774731,-121.602121,1999-10-01
"902",1229,3,"4/25/90","CITIZENS COMMERCIAL TRUST AND SAVINGS BANK OF PASADENA","PASADENA","CA",126000,9,2,NA,2.125,2.102564103,NA,"",33.786594,-118.298662,1990-04-25
"903",3970,4,"12/15/04","INDYMAC BANK, F.S.B.","PASADENA","CA",15005241,1,2,NA,2,2.102564103,NA,"",33.786594,-118.298662,2004-12-15
"904",197478,2,"1/22/13","EAST WEST BK","PASADENA","CA",21802275,1,2,NA,2,2.102564103,NA,"",33.786594,-118.298662,2013-01-22
"905",25079,1,"8/2/15","ONEWEST BANK, NATIONAL ASSOCIATION","PASADENA","CA",42065232,1,2,NA,2,2.102564103,NA,"",33.786594,-118.298662,2015-08-02
"906",21449,1,"9/30/93","CITIZEN'S BANK OF PASO ROBLES","PASO ROBLES","CA",27801,9,2,NA,2,2,NA,"",35.640598,-120.700313,1993-09-30
"907",24229,3,"2/1/15","HERITAGE OAKS BANK","PASO ROBLES","CA",1675890,7,2,NA,2,2,NA,"",35.640598,-120.700313,2015-02-01
"908",27064,3,"1/1/99","BANK OF PETALUMA","PETALUMA","CA",161851,2,1,NA,1,1.5,68887,"U",38.251578,-122.645589,1999-01-01
"909",7054,4,"2/13/95","NORTHBAY SAVINGS BANK, FSB","PETALUMA","CA",392649,8,1,NA,1,1.5,68887,"U",38.251578,-122.645589,1995-02-13
"910",16912,1,"7/7/97","PACIFIC WESTERN NATIONAL BANK","PICO RIVERA","CA",100809,9,2,NA,2,2,NA,"",33.985812,-118.088787,1997-07-07
"911",6164,4,"10/1/07","EL DORADO SAVINGS BANK, F.S.B.","PLACERVILLE","CA",1459167,1,1,NA,1,1,69832,"C",38.721711,-120.771945,2007-10-01
"912",706164,1,"6/22/15","EL DORADO SAVINGS BANK, F.S.B.","PLACERVILLE","CA",1979183,1,1,NA,1,1,69832,"C",38.721711,-120.771945,2015-06-22
"913",7890,4,"2/25/91","AMADOR VALLEY S & LA","PLEASANTON","CA",87998,8,2,NA,1.857142857,1.916666667,NA,"",37.646081,-121.862128,1991-02-25
"914",25667,3,"12/1/03","FIRESIDE THRIFT COMPANY","PLEASANTON","CA",1105192,1,2,NA,2,1.916666667,NA,"",37.646081,-121.862128,2003-12-01
"915",1405,4,"11/9/98","PFF BANK & TRUST","POMONA","CA",2957857,1,2,NA,1.666666667,1.833333333,NA,"",34.042286,-117.756106,1998-11-09
"916",22597,3,"1/1/19","BANK OF THE SIERRA","PORTERVILLE","CA",2425318,1,2,NA,2,1.789473684,71074,"U",36.074032,-119.031662,2019-01-01
"917",23275,3,"7/1/17","PLUMAS BANK","QUINCY","CA",657404,7,2,NA,2,2,NA,"",39.93103,-120.95478,2017-07-01
"918",24100,1,"5/5/04","RAMONA NATIONAL BANK","RAMONA","CA",30661,2,2,NA,2,2,73288,"C",33.027834,-116.846854,2004-05-05
"919",17089,1,"6/30/93","VINEYARD NATIONAL BANK","RANCHO CUCAMONGA","CA",134104,9,3,NA,2.25,2.2,NA,"",34.839964,-115.967051,1993-06-30
"920",23556,3,"1/1/05","VINEYARD BANK","RANCHO CUCAMONGA","CA",1151020,2,2,NA,2,2.2,NA,"",34.839964,-115.967051,2005-01-01
"921",8247,4,"2/12/08","LA JOLLA BANK, FSB","RANCHO SANTA FE","CA",3487771,1,2,NA,2,2,NA,"",33.016044,-117.243552,2008-02-12
"922",23801,1,"5/27/14","SOUTH COUNTY BANK, NATIONAL ASSOCIATION","RANCHO SANTA MARGARITA","CA",140555,2,2,NA,2,2,NA,"",33.619672,-117.612087,2014-05-27
"923",2854494,2,"3/4/19","CALWEST BK","RANCHO SANTA MARGARITA","CA",195173,2,2,NA,2,2,NA,"",33.619672,-117.612087,2019-03-04
"924",22101,3,"11/1/98","MID VALLEY BANK","RED BLUFF","CA",111484,2,1,NA,1.5,1.8,73720,"C",40.172317,-122.226848,1998-11-01
"925",877967,2,"8/20/01","TEHAMA BK","RED BLUFF","CA",240447,2,2,NA,1.5,1.8,73720,"C",40.172317,-122.226848,2001-08-20
"926",18585,1,"7/31/93","COUNTRY NATIONAL BANK","REDDING","CA",57829,9,1,NA,1.583333333,1.875,73774,"U",40.582188,-122.36344,1993-07-31
"927",24074,3,"11/1/11","REDDING BANK OF COMMERCE","REDDING","CA",906527,7,3,NA,2.333333333,1.875,73774,"U",40.582188,-122.36344,2011-11-01
"928",24074,3,"8/1/19","MERCHANTS BANK OF COMMERCE","REDDING","CA",1470768,7,2,NA,2,1.875,73774,"U",40.582188,-122.36344,2019-08-01
"929",33025,3,"1/1/92","REDLANDS CENTENNIAL BANK","REDLANDS","CA",18000,9,2,NA,2,2,NA,"",34.011935,-117.159696,1992-01-01
"930",33025,3,"2/1/07","1ST CENTENNIAL BANK","REDLANDS","CA",490770,7,2,NA,2,2,NA,"",34.011935,-117.159696,2007-02-01
"931",3972,4,"10/29/90","REDLANDS FEDERAL BANK, F.S.B.","REDLANDS","CA",791836,8,2,NA,2,2,NA,"",34.011935,-117.159696,1990-10-29
"932",17366,1,"5/3/94","BAY CITIES NATIONAL BANK","REDONDO","CA",64767,9,2,NA,2,2,NA,"",0,0,1994-05-03
"933",22654,1,"6/1/95","PENINSULA NATIONAL BANK","REDONDO BEACH","CA",52596,9,2,NA,2.2,2.111111111,NA,"",33.830006,-118.387124,1995-06-01
"934",22654,1,"4/23/08","BAY CITIES NATIONAL BANK","REDONDO BEACH","CA",337442,7,2,NA,2,2.111111111,NA,"",33.830006,-118.387124,2008-04-23
"935",26656,3,"11/18/91","STATEWIDE THRIFT AND LOAN COMPANY","REDWOOD CITY","CA",16000,9,2,NA,2,1.833333333,NA,"",37.381144,-122.334825,1991-11-18
"936",22984,3,"12/1/98","BAY AREA BANK","REDWOOD CITY","CA",138891,2,2,NA,2,1.833333333,NA,"",37.381144,-122.334825,1998-12-01
"937",22638,3,"7/1/98","KINGS RIVER STATE BANK","REEDLEY","CA",63671,2,2,NA,2,2,74044,"C",36.571532,-119.423409,1998-07-01
"938",21660,1,"7/30/01","INLAND COMMUNITY BANK, N.A.","RIALTO","CA",48251,2,2,NA,2,2.25,NA,"",34.111606,-117.377406,2001-07-30
"939",1768,3,"5/1/91","THE MECHANICS BANK OF RICHMOND","RICHMOND","CA",644000,9,1,NA,1.5,1.777777778,NA,"",37.947523,-122.384032,1991-05-01
"940",1768,3,"3/1/07","THE MECHANICS BANK","RICHMOND","CA",2715032,1,2,NA,2,1.777777778,NA,"",37.947523,-122.384032,2007-03-01
"941",18156,1,"8/28/96","MONUMENT NATIONAL BANK","RIDGECREST","CA",13257,9,2,NA,2,2,74827,"C",35.625919,-117.684029,1996-08-28
"942",8472,3,"11/5/08","BANK OF RIO VISTA","RIO VISTA","CA",166589,2,2,NA,2,2,75097,"C",38.170338,-121.701949,2008-11-05
"943",15489,1,"2/22/94","RIVERSIDE NATIONAL BANK","RIVERSIDE","CA",206122,9,2,NA,1.857142857,1.966666667,75340,"U",33.985049,-117.341972,1994-02-22
"944",6051,4,"6/14/05","PROVIDENT SAVINGS BANK, FSB","RIVERSIDE","CA",1624227,1,2,NA,2,1.966666667,75340,"U",33.985049,-117.341972,2005-06-14
"945",35361,3,"2/1/17","FIVE STAR BANK","ROCKLIN","CA",786906,7,2,NA,2,2,NA,"",38.801233,-121.230374,2017-02-01
"946",27613,3,"3/1/91","CODDING BANK OF ROHNERT PARK","ROHNERT PARK","CA",20000,9,2,NA,2,2,NA,"",38.463088,-122.989975,1991-03-01
"947",7992,4,"8/14/95","SUMMIT SAVINGS, FSB","ROHNERT PARK","CA",190957,8,2,NA,2,2,NA,"",38.463088,-122.989975,1995-08-14
"948",26615,3,"5/1/11","GOLDEN SECURITY BANK","ROSEMEAD","CA",147731,2,2,NA,2,2,NA,"",34.065493,-118.084529,2011-05-01
"949",714361,2,"7/7/03","FIRST AMER BK","ROSEMEAD","CA",193582,2,2,NA,2,2,NA,"",34.065493,-118.084529,2003-07-07
"950",33340,3,"2/1/00","FIRST CONTINENTAL BANK","ROSEMEAD","CA",272373,2,2,NA,2,2,NA,"",34.065493,-118.084529,2000-02-01
"951",22518,1,"12/31/93","ROSEVILLE FIRST NATIONAL BANK","ROSEVILLE","CA",22507,9,2,NA,2,2,NA,"",38.74073,-121.25603,1993-12-31
"952",24583,1,"4/4/11","RABOBANK, NATIONAL ASSOCIATION","ROSEVILLE","CA",11837000,1,2,NA,2,2,NA,"",38.74073,-121.25603,2011-04-04
"953",58060,3,"6/1/18","FIRST GENERAL BANK","ROWLAND HEIGHTS","CA",908053,7,2,NA,2,2.2,NA,"",33.9781,-117.88749,2018-06-01
"954",15089,1,"2/1/95","FIRST NATIONAL BANK OF DALY  CIRY","S. SAN FRANCISCO","CA",209466,9,1,NA,1,1.666666667,NA,"",37.776646,-122.417481,1995-02-01
"955",15089,1,"10/2/00","FIRST NATIONAL BANK OF NORTHERN CALIFORNIA","S. SAN FRANCISCO","CA",374447,1,2,NA,2,1.666666667,NA,"",37.776646,-122.417481,2000-10-02
"956",32036,3,"12/26/99","FIRST BANK OF CALIFORNIA","SACARAMENTO","CA",396485,1,2,NA,2,2,NA,"",38.380456,-121.555406,1999-12-26
"957",11875,1,"12/31/93","MERCHANTS NATIONAL BANK","SACRAMENTO","CA",80961,9,3,NA,1.930232558,1.941176471,77068,"U",38.638578,-121.324669,1993-12-31
"958",18983,3,"8/1/06","RIVER CITY BANK","SACRAMENTO","CA",768018,1,2,NA,2,1.941176471,77068,"U",38.638578,-121.324669,2006-08-01
"959",1304,3,"12/1/94","U.S. BANK OF CALIFORNIA","SACRAMENTO","CA",1868044,9,2,NA,2,1.941176471,77068,"U",38.638578,-121.324669,1994-12-01
"960",5735,4,"1/7/91","SACRAMENTO SAVINGS BANK","SACRAMENTO","CA",2472446,8,2,NA,2,1.941176471,77068,"U",38.638578,-121.324669,1991-01-07
"961",15349,1,"12/21/94","HOUSEHOLD BANK (CALIFORNIA), N.A.","SALINAS","CA",80568,9,1,NA,1.181818182,1.352941176,78310,"U",36.705002,-121.66399,1994-12-21
"962",18182,1,"11/2/98","FIRST NATIONAL BANK OF CENTRAL CALIFORNIA","SALINAS","CA",607061,1,2,NA,1.666666667,1.352941176,78310,"U",36.705002,-121.66399,1998-11-02
"963",18182,1,"4/2/01","FIRST NATIONAL BANK OF CENTRAL  CALIFORNIA","SALINAS","CA",1196316,1,2,NA,1.5,1.352941176,78310,"U",36.705002,-121.66399,2001-04-02
"964",15349,1,"8/4/92","HOUSHOLD BANK, N.A.","SALINAS","CA",1733153,9,2,NA,2,1.352941176,78310,"U",36.705002,-121.66399,1992-08-04
"965",23579,3,"1/1/03","CENTRAL SIERRA BANK","SAN ANDREAS","CA",133288,2,2,NA,2,2,NA,"",38.190106,-120.616052,2003-01-01
"966",25070,3,"4/1/92","BANK OF SAN BERNARDINO","SAN BERNARDINO","CA",1000,9,2,NA,2,1.6,75340,"U",33.985049,-117.341972,1992-04-01
"967",25070,3,"1/1/00","BUSINESS BANK OF CALIFORNIA","SAN BERNARDINO","CA",207531,2,1,NA,1,1.6,75340,"U",33.985049,-117.341972,2000-01-01
"968",18863,2,"6/17/02","BUSINESS BK OF CA","SAN BERNARDINO","CA",385563,2,2,NA,2,1.6,75340,"U",33.985049,-117.341972,2002-06-17
"969",8494,4,"10/14/97","EUREKABANK, A FSB","SAN CARLOS","CA",2181479,1,2,NA,2,1.5,NA,"",37.496461,-122.272556,1997-10-14
"970",24122,3,"6/1/92","MARINERS BANK","SAN CLEMENTE","CA",77000,9,2,NA,2,2,57709,"U",33.549158,-117.660151,1992-06-01
"971",24535,1,"5/5/08","PACIFIC COAST NATIONAL BANK","SAN CLEMENTE","CA",138073,2,2,NA,2,2,57709,"U",33.549158,-117.660151,2008-05-05
"972",1533,3,"12/1/91","SAN DIEGO TRUST & SAVINGS BANK","SAN DIEGO","CA",1636000,9,2,NA,1.917647059,1.872340426,78661,"U",32.928728,-117.128799,1991-12-01
"973",24045,3,"9/1/09","PACIFIC WESTERN BANK","SAN DIEGO","CA",4487966,1,2,NA,2,1.872340426,78661,"U",32.928728,-117.128799,2009-09-01
"974",20852,3,"5/1/05","CALIFORNIA BANK & TRUST","SAN DIEGO","CA",10185912,1,1,NA,1,1.872340426,78661,"U",32.928728,-117.128799,2005-05-01
"975",24214,1,"5/18/09","REGENTS BANK, N.A.","SAN DIEGO (LA JOLLA)","CA",327412,7,2,NA,2,2,NA,"",32.724103,-117.170912,2009-05-18
"976",24214,1,"5/7/12","REGENTS BANK, NATIONAL ASSOCIATION","SAN DIEGO (LA JOLLA)","CA",355983,7,2,NA,2,2,NA,"",32.724103,-117.170912,2012-05-07
"977",22934,3,"7/1/02","RANCHO BANK","SAN DIMAS","CA",144369,2,2,NA,2,1.6,NA,"",34.10668,-117.80673,2002-07-01
"978",1161,4,"10/2/91","HOMESTEAD SAVINGS, FS & LA","SAN FRANCISCO","CA",2059049,8,3,NA,2.053475936,2.009950249,78904,"U",37.684933,-122.17118,1991-10-02
"979",1741,1,"3/31/98","WELLS FARGO BANK, N.A.","SAN FRANCISCO","CA",87202254,1,1,NA,1.6,2.009950249,78904,"U",37.684933,-122.17118,1998-03-31
"980",1741,1,"10/1/01","WELLS FARO BANK, N.A.","SAN FRANCISCO","CA",129297000,1,1,NA,1,2.009950249,78904,"U",37.684933,-122.17118,2001-10-01
"981",13044,1,"9/30/97","BANK OF AMERICA, NT&SA","SAN FRANCISCO","CA",235952000,9,1,NA,1,2.009950249,78904,"U",37.684933,-122.17118,1997-09-30
"982",23006,1,"2/17/98","ASIAN PACIFIC NATIONAL BANK","SAN GABRIEL","CA",33645,9,2,NA,2.333333333,2.230769231,NA,"",34.114772,-118.089431,1998-02-17
"983",58401,3,"3/1/16","MEGA BANK","SAN GABRIEL","CA",307444,2,2,NA,2,2.230769231,NA,"",34.114772,-118.089431,2016-03-01
"984",17315,1,"5/31/94","SAN JOSE NATIONAL BANK","SAN JOSE","CA",131017,9,2,NA,1.967741935,1.970588235,79039,"U",37.329845,-121.945145,1994-05-31
"985",22894,3,"7/1/98","COMERICA BANK-CALIFORNIA","SAN JOSE","CA",4138000,1,2,NA,2,1.970588235,79039,"U",37.329845,-121.945145,1998-07-01
"986",803368,2,"3/18/02","COMERICA BK CA","SAN JOSE","CA",14973263,1,2,NA,2,1.970588235,79039,"U",37.329845,-121.945145,2002-03-18
"987",26493,3,"11/10/90","ASSURED THRIFT AND LOAN ASSOCIATION","SAN JUAN CAPISTRANO","CA",60000,9,2,NA,2,2,NA,"",33.501773,-117.608674,1990-11-10
"988",3597305,2,"6/2/14","CAPITAL BK","SAN JUAN CAPISTRANO","CA",180841,2,2,NA,2,2,NA,"",33.501773,-117.608674,2014-06-02
"989",23342,3,"7/1/91","BAY BANK OF COMMERCE","SAN LEANDRO","CA",79000,9,2,NA,2,2,NA,"",37.715629,-122.158621,1991-07-01
"990",144968,2,"11/26/01","BAY BK OF CMRC","SAN LEANDRO","CA",299560,2,2,NA,2,2,NA,"",37.715629,-122.158621,2001-11-26
"991",23265,3,"8/1/01","FIRST BANK OF SAN LUIS OBISPO","SAN LUIS OBISPO","CA",243195,2,2,NA,1.5,1.714285714,79147,"U",35.279183,-120.665546,2001-08-01
"992",15051,4,"8/31/09","SAN LUIS TRUST BANK, FSB","SAN LUIS OBISPO","CA",368725,7,2,NA,2,1.714285714,79147,"U",35.279183,-120.665546,2009-08-31
"993",17248,1,"5/2/05","FIRST NATIONAL BANK OF NORTH COUNTY","SAN MARCOS","CA",57543,2,2,NA,2,2,NA,"",33.170778,-117.158674,2005-05-02
"994",18079,1,"10/10/91","SAN MARCOS NATIONAL BANK","SAN MARCOS","CA",82658,9,2,NA,2,2,NA,"",33.170778,-117.158674,1991-10-10
"995",25803,3,"12/1/04","RANCHO SANTA FE THRIFT & LOAN ASSOCIATION","SAN MARCOS","CA",96940,6,2,NA,2,2,NA,"",33.170778,-117.158674,2004-12-01
"996",57136,3,"4/1/09","DISCOVERY  BANK","SAN MARCOS","CA",159066,2,2,NA,2,2,NA,"",33.170778,-117.158674,2009-04-01
"997",17785,1,"7/11/92","UNITED NATIONAL BANK","SAN MARINO","CA",168571,9,3,NA,2.4,2.285714286,NA,"",34.122671,-118.112911,1992-07-11
"998",31628,3,"9/1/04","EAST-WEST BANK","SAN MARINO","CA",4617184,1,2,NA,2,2.285714286,NA,"",34.122671,-118.112911,2004-09-01
"999",7483,4,"12/10/90","PAN AMERICAN SAVINGS BANK","SAN MATEO","CA",317154,8,3,NA,2.052631579,2.115384615,NA,"",37.573485,-122.32253,1990-12-10
"1000",7354,4,"10/13/98","BAY VIEW BANK","SAN MATEO","CA",5670459,1,2,NA,2,2.115384615,NA,"",37.573485,-122.32253,1998-10-13
"1001",33294,3,"6/1/95","PACIFIC BAY BANK","SAN PABLO","CA",38377,9,2,NA,2,2.25,NA,"",37.959573,-122.334131,1995-06-01
"1002",6896,4,"12/17/91","FIRST FS&LA OF SAN RAFAEL","SAN RAFAEL","CA",107639,8,2,NA,1.92,1.970588235,NA,"",37.970948,-122.504286,1991-12-17
"1003",11282,1,"6/30/92","WESTAMERICA BANK, N.A.","SAN RAFAEL","CA",1346413,9,2,NA,2,1.970588235,NA,"",37.970948,-122.504286,1992-06-30
"1004",697763,2,"2/23/98","WESTAMERICA BK","SAN RAFAEL","CA",3711569,1,2,NA,2,1.970588235,NA,"",37.970948,-122.504286,1998-02-23
"1005",3430,3,"8/2/10","WESTAMERICA BANK","SAN RAFAEL","CA",4940885,1,2,NA,2.166666667,1.970588235,NA,"",37.970948,-122.504286,2010-08-02
"1006",58004,3,"4/1/16","TRI-VALLEY BANK","SAN RAMON","CA",103048,2,2,NA,2,2,NA,"",37.768556,-121.975531,2016-04-01
"1007",24195,3,"2/1/92","CORPORATE BANK","SANTA ANA","CA",97000,9,4,NA,2.666666667,2.384615385,NA,"",33.74822,-117.858473,1992-02-01
"1008",20233,3,"8/1/94","COMMERCIAL CENTER BANK","SANTA ANA","CA",378000,9,2,NA,2,2.384615385,NA,"",33.74822,-117.858473,1994-08-01
"1009",8202,4,"5/9/94","PLAZA HOME MORTGAGE BANK, A FSB","SANTA ANA","CA",753685,8,2,NA,2,2.384615385,NA,"",33.74822,-117.858473,1994-05-09
"1010",24319,1,"9/11/07","PACIFIC CAPITAL BANK, N.A.","SANTA BARABARA","CA",7392474,1,1,NA,1,1.5,NA,"",34.421897,-119.707135,2007-09-11
"1011",7891,4,"2/18/92","LA CUMBRE SAVINGS BANK, F.S.B.","SANTA BARBARA","CA",156422,8,2,NA,1.85,1.733333333,79282,"U",34.42747,-119.724102,1992-02-18
"1012",17751,1,"1/6/03","NORTHERN TRUST BANK OF CALIFORNIA, N.A.","SANTA BARBARA","CA",1213656,6,1,NA,1.5,1.733333333,79282,"U",34.42747,-119.724102,2003-01-06
"1013",21956,3,"12/1/17","MONTECITO BANK & TRUST","SANTA BARBARA","CA",1346964,7,1,NA,1.666666667,1.733333333,79282,"U",34.42747,-119.724102,2017-12-01
"1014",785062,2,"7/24/00","SANTA BARBARA B&TC","SANTA BARBARA","CA",2581967,1,1,NA,1,1.733333333,79282,"U",34.42747,-119.724102,2000-07-24
"1015",21230,3,"6/1/91","BANK OF SANTA CLARA","SANTA CLARA","CA",145000,9,1,NA,1.666666667,1.75,NA,"",37.351158,-121.952295,1991-06-01
"1016",802866,2,"6/20/16","SILICON VALLEY BK","SANTA CLARA","CA",42996520,3,2,NA,2,1.75,NA,"",37.351158,-121.952295,2016-06-20
"1017",21277,1,"4/10/92","VALENCIA NATIONAL BANK","SANTA CLARITA","CA",61634,9,2,NA,2,2,79309,"U",34.429766,-118.523096,1992-04-10
"1018",1157255,2,"4/19/99","VALENCIA B&T","SANTA CLARITA","CA",137585,2,2,NA,2,2,79309,"U",34.429766,-118.523096,1999-04-19
"1019",57816,3,"3/1/17","BANK OF SANTA CLARITA","SANTA CLARITA","CA",316919,2,2,NA,2,2,79309,"U",34.429766,-118.523096,2017-03-01
"1020",23681,3,"4/1/98","COAST COMMERCIAL BANK","SANTA CRUZ","CA",242769,2,1,NA,1.5,1.615384615,79336,"U",37.053982,-121.99907,1998-04-01
"1021",57591,3,"4/1/17","SANTA CRUZ COUNTY BANK","SANTA CRUZ","CA",578240,7,2,NA,2,1.615384615,79336,"U",37.053982,-121.99907,2017-04-01
"1022",16850,3,"4/1/98","FIRST STATE BANK OF SOUTHERN CALIFORNIA","SANTA FE SPRINGS","CA",163319,2,2,NA,2,2,NA,"",33.927063,-118.063698,1998-04-01
"1023",21519,1,"4/14/94","HACIENDA NATIONAL BANK","SANTA MARIA","CA",23576,9,2,NA,2,2,79417,"U",34.911814,-120.438878,1994-04-14
"1024",57073,3,"7/5/08","COMMUNITY BANK OF SANTA MARIA","SANTA MARIA","CA",131806,2,2,NA,2,2,79417,"U",34.911814,-120.438878,2008-07-05
"1025",22623,3,"3/1/93","BANK OF SANTA MARIA","SANTA MARIA","CA",197000,9,2,NA,2,2,79417,"U",34.911814,-120.438878,1993-03-01
"1026",114,3,"11/1/90","SANTA MONICA BANK","SANTA MONICA","CA",807000,9,2,NA,2,2,NA,"",34.013666,-118.49375,1990-11-01
"1027",1792,4,"10/1/07","FIRST FEDERAL BANK OF CALIFORNIA, FSB","SANTA MONICA","CA",7367497,1,2,NA,2,2,NA,"",34.013666,-118.49375,2007-10-01
"1028",23642,1,"8/21/06","SANTA CLARA VALLEY BANK, N.A.","SANTA PAULA","CA",91577,2,2,NA,1.5,1.5,79444,"C",34.353989,-119.069052,2006-08-21
"1029",23642,1,"12/8/11","SANTA CLARA VALLEY BANK, NATIONAL ASSOCIATION","SANTA PAULA","CA",128169,2,2,NA,2,1.5,79444,"C",34.353989,-119.069052,2011-12-08
"1030",7960,4,"3/1/10","LUTHER BURBANK SAVINGS","SANTA ROSA","CA",3539310,1,3,NA,2.333333333,1.836734694,79498,"U",38.444378,-122.740631,2010-03-01
"1031",32178,3,"9/1/18","LUTHER BURBANK SAVINGS","SANTA ROSA","CA",6031283,1,2,NA,2,1.836734694,79498,"U",38.444378,-122.740631,2018-09-01
"1032",510460,2,"1/6/97","CUYAMACA BK","SANTEE","CA",36884,2,2,NA,2,2,NA,"",32.843956,-116.994511,1997-01-06
"1033",23610,1,"6/7/99","CUYAMACA BANK, N.A.","SANTEE","CA",53079,2,2,NA,2,2,NA,"",32.843956,-116.994511,1999-06-07
"1034",17520,1,"4/16/96","SARATOGA NATIONAL BANK","SARATOGA","CA",103392,9,2,NA,2,2,NA,"",37.257287,-122.045164,1996-04-16
"1035",8249,4,"2/5/96","WESTCOAST S & LA","SEAL BEACH","CA",101348,2,4,NA,3,3,NA,"",33.74141,-118.10479,1996-02-05
"1036",32991,3,"12/1/95","CYPRESS COAST BANK","SEASIDE","CA",37280,9,2,NA,2,2,80362,"U",36.61339,-121.845487,1995-12-01
"1037",32991,3,"1/1/99","CYPRESS BANK","SEASIDE","CA",55103,2,2,NA,2,2,80362,"U",36.61339,-121.845487,1999-01-01
"1038",660767,2,"8/4/97","AMERICAN PACIFIC ST BK","SHERMAN OAKS","CA",322267,1,2,NA,2,2,NA,"",34.147149,-118.463365,1997-08-04
